sample_id,title,artist,title_listeners,title_scrobbles,title_tags,target_genre_tags,genre_tags,title_duration,audio_path,yt_title,yt_url,yt_duration,yt_views,merged_album,album_id
7ed28fea-f725-5935-94dc-6b1de0fa0b25,Відпусти,Океан Ельзи,30909.0,177284.0,"['rock', 'ukrainian - rock', 'ukrainian rock']",['rock'],['rock'],228.0,audio\Океан Ельзи - Відпусти  Vidpusty (official video).mp3,Океан Ельзи - Відпусти | Vidpusty (official video),https://youtube.com/watch?v=F4ZGl4j8vJc,243,9140344,Янанебібув,c77e9e33-5eca-5c60-8b2b-a510f6227e95
25d11df8-9b94-594e-bcdc-25562f24b5f3,На небі,Океан Ельзи,28900.0,209586.0,"['pop rock', 'rock', 'ukrainian rock']","['pop', 'rock']","['pop', 'rock']",224.0,audio\Океан Ельзи - На небі  Na Nebi (official video).mp3,Океан Ельзи - На небі | Na Nebi (official video),https://youtube.com/watch?v=hLPe_jGmxq0,286,37740395,Земля,29045218-656e-52b0-a28b-467fd8aa1c8c
3cd6cc7f-1e5d-508e-9265-dfd9d93b7234,Кавачай,Океан Ельзи,28270.0,181582.0,"['rock', 'ukrainian rock']",['rock'],['rock'],279.0,audio\Кавачай.mp3,Кавачай,https://youtube.com/watch?v=fEBnGlu94Iw,280,2098603,Янанебібув,c77e9e33-5eca-5c60-8b2b-a510f6227e95
5c5c1adc-03a9-5964-8db5-7b392c93ee26,Стріляй,Океан Ельзи,25570.0,184178.0,"['rock', 'ukrainian rock']",['rock'],['rock'],291.0,audio\Океан Ельзи - Стріляй  Strilyai (official video).mp3,Океан Ельзи - Стріляй | Strilyai (official video),https://youtube.com/watch?v=2Nkcn8m9M0M,299,22185919,Земля,29045218-656e-52b0-a28b-467fd8aa1c8c
a81b556e-bed2-521c-8020-15c219d37d3b,Сосни,Океан Ельзи,25453.0,169903.0,"['indie', 'pop rock', 'rock', 'ukrainian rock']","['indie', 'pop', 'rock']","['indie', 'pop', 'rock']",268.0,audio\Океан Ельзи - Сосни  Sosny (official video).mp3,Океан Ельзи - Сосни | Sosny (official video),https://youtube.com/watch?v=Op-R7kbuAIo,268,1919232,Янанебібув,c77e9e33-5eca-5c60-8b2b-a510f6227e95
cd3efdcb-3a5c-597a-8adc-499514d34221,"Там, де нас нема",Океан Ельзи,24981.0,143055.0,"['rock', 'ukrainian rock']",['rock'],['rock'],207.0,"audio\Океан Ельзи - Там, де нас нема  Tam de nas nema (official video).mp3","Океан Ельзи - Там, де нас нема | Tam de nas nema (official video)",https://youtube.com/watch?v=CBOO8SMr1t8,208,3555862,"Там, де нас нема",eddd7a5b-a353-50ef-80ab-e1801de14f3f
ebf023e4-a1b1-5e60-b9c1-87ee53e7d8df,Коко шанель,Океан Ельзи,22342.0,154417.0,"['rock', 'ukrainian rock']",['rock'],['rock'],235.0,audio\Коко шанель.mp3,Коко шанель,https://youtube.com/watch?v=5ph9DB7cyDo,236,1571962,Модель,c2dc5765-52c3-5863-8c86-c6236bd397a0
a737ef4c-cd87-5e2f-a0d3-e2fd2c2d5a2c,Для тебе,Океан Ельзи,21588.0,146835.0,"['rock', 'ukrainian - rock', 'ukrainian rock']",['rock'],['rock'],231.0,audio\Океан Ельзи - Для тебе  Dlya tebe (official video).mp3,Океан Ельзи - Для тебе | Dlya tebe (official video),https://youtube.com/watch?v=fSk8b24dhHQ,263,1444292,Суперсиметрія,eafe7774-8b0b-5b15-9d39-92f431e936cc
fed93f32-8842-5702-8f45-60a4adc56619,Більше для нас,Океан Ельзи,21306.0,116941.0,"['rock', 'ucrainian pop-rock', 'ukrainian rock']","['pop', 'rock']","['pop', 'rock']",210.0,audio\Океан Ельзи - Більше для нас Bil'she dlya nas (Official video).mp3,Океан Ельзи - Більше для нас |Bil'she dlya nas (Official video),https://youtube.com/watch?v=XyZtH7gYXVM,213,2303333,Dolce vita,49a519f8-6998-5e61-a430-4fd0ce9c1ba4
ca514c42-7b38-547a-9879-342c97d1bedd,На лінії вогню,Океан Ельзи,20289.0,124739.0,"['rock', 'ukrainian rock']",['rock'],['rock'],181.0,audio\Oкеан Ельзи - На лінії вогню  Na linii vohnyu (official video).mp3,Oкеан Ельзи - На лінії вогню | Na linii vohnyu (official video),https://youtube.com/watch?v=KiBCBYul9Yo,202,6708542,Dolce vita,49a519f8-6998-5e61-a430-4fd0ce9c1ba4
4594c630-5b6a-5ada-ad66-21b596e6db68,Я до тебе,Океан Ельзи,19456.0,109669.0,"['rock', 'ukrainian rock']",['rock'],['rock'],291.0,audio\Океан Ельзи. Я до тебе.mp3,Океан Ельзи. Я до тебе,https://youtube.com/watch?v=kbE0rEN-D7c,288,962839,Модель,c2dc5765-52c3-5863-8c86-c6236bd397a0
da6ea236-a9db-5284-983f-359468f46902,Rendez-Vous,Океан Ельзи,18890.0,111134.0,"['rock', 'ukrainian rock']",['rock'],['rock'],255.0,audio\Океан Ельзи - Rendez-Vous.mp3,Океан Ельзи - Rendez-Vous,https://youtube.com/watch?v=mpaPFpRRXiY,256,2005325,Земля,29045218-656e-52b0-a28b-467fd8aa1c8c
68a9c17e-ae47-5c91-ba83-f9ed163c6aa0,Квiтка,Океан Ельзи,18497.0,123175.0,"['rock', 'ukrainian rock']",['rock'],['rock'],257.0,audio\Океан Ельзи - Квітка  Kvitka  (official video).mp3,Океан Ельзи - Квітка | Kvitka  (official video),https://youtube.com/watch?v=v8fGSmP3D38,257,5898799,Океан Ельзи_Album_1,bf4af3c2-c9a2-58a7-9466-e85845cc5824
fc288ffa-1026-5a21-b2fd-902da5393f61,Susy,Океан Ельзи,18397.0,112678.0,"['indie', 'rock', 'ukrainian rock']","['indie', 'rock']","['indie', 'rock']",240.0,audio\Susy.mp3,Susy,https://youtube.com/watch?v=LiZ0dz9KVq8,240,506349,Суперсиметрія,eafe7774-8b0b-5b15-9d39-92f431e936cc
9fc54c0f-bd6b-51fe-bf2c-692cdf55a6be,Мене,Океан Ельзи,17143.0,119615.0,"['rock', 'ukrainian rock']",['rock'],['rock'],204.0,audio\Мене.mp3,Мене,https://youtube.com/watch?v=J8oXPgViv1k,205,419491,Суперсиметрія,eafe7774-8b0b-5b15-9d39-92f431e936cc
7a5924e6-7d8a-5c89-aa03-a96623d6643b,Відчуваю,Океан Ельзи,16793.0,96169.0,"['rock', 'ukrainian rock']",['rock'],['rock'],255.0,audio\Відчуваю.mp3,Відчуваю,https://youtube.com/watch?v=eV7_IKkIqk4,256,725813,Gloria,20b87550-0875-5c4e-8b9c-cff76362ab24
821a361a-b639-5474-80a4-00c7078bc8ef,Поясни,Океан Ельзи,16301.0,104384.0,"['rock', 'ukrainian rock']",['rock'],['rock'],219.0,audio\Поясни.mp3,Поясни,https://youtube.com/watch?v=pvyXlr6E-sU,220,359492,Янанебібув,c77e9e33-5eca-5c60-8b2b-a510f6227e95
58b449e7-0af2-5d50-92db-1f8ba3a13443,Незалежність,Океан Ельзи,16153.0,99957.0,"['indie', 'pop-rock', 'rock', 'ukrainian rock']","['indie', 'pop', 'rock']","['indie', 'pop', 'rock']",196.0,audio\Незалежність.mp3,Незалежність,https://youtube.com/watch?v=qS2JhM_7drs,196,1042368,Земля,29045218-656e-52b0-a28b-467fd8aa1c8c
a50ebdb0-f84f-5360-a7fb-545a101f02d8,Стіна,Океан Ельзи,15715.0,98085.0,"['rock', 'ukrainian rock']",['rock'],['rock'],208.0,audio\Океан Ельзи - Стіна (29).mp3,Стіна,https://youtube.com/watch?v=lkqZpS_t2z0,208,538416,Земля,29045218-656e-52b0-a28b-467fd8aa1c8c
29cf03aa-95f5-5132-8890-b05990edd584,"Така, як ти",Океан Ельзи,15458.0,89170.0,"['indie', 'pop-rock', 'rock', 'ukrainian rock']","['indie', 'pop', 'rock']","['indie', 'pop', 'rock']",228.0,audio\Океан Ельзи - Така як ти (Unofficial).mp3,Океан Ельзи - Така як ти (Unofficial),https://youtube.com/watch?v=ii5YNU0Q5ak,230,9002420,Океан Ельзи_Album_1,bf4af3c2-c9a2-58a7-9466-e85845cc5824
fad22ae9-69b5-5c4c-ac53-2cf266c4a359,З нею,Океан Ельзи,15092.0,80726.0,"['rock', 'ukrainian rock']",['rock'],['rock'],299.0,audio\З нею.mp3,З нею,https://youtube.com/watch?v=zoKkwfpfUPM,298,468421,Земля,29045218-656e-52b0-a28b-467fd8aa1c8c
e14f3764-4a05-5f13-ade9-768b6a6391ce,Пташка,Океан Ельзи,14672.0,72028.0,"['alternative', 'alternative rock', 'indie', 'rock', 'ukrainian rock']","['alternative', 'indie', 'rock']","['alternative', 'indie', 'rock']",163.0,audio\Океан Ельзи - Пташка.mp3,Океан Ельзи - Пташка,https://youtube.com/watch?v=gsYFSr5z_s0,164,166769,Міра,53f0f00a-ef06-5c1a-984f-6343a7fb4ea2
ee37071f-3816-5c21-91da-1e855d08b648,Зелені очі,Океан Ельзи,14572.0,79136.0,"['rock', 'ukrainian rock']",['rock'],['rock'],248.0,audio\Океан Ельзи - Зелені очі  Zeleni ochi (official video).mp3,Океан Ельзи - Зелені очі | Zeleni ochi (official video),https://youtube.com/watch?v=tD6vxXY1sCA,250,4610595,Міра,53f0f00a-ef06-5c1a-984f-6343a7fb4ea2
624db3a3-338d-52a8-8cdb-cdf8c010e65c,Етюд,Океан Ельзи,14416.0,84909.0,"['rock', 'ukrainian rock']",['rock'],['rock'],141.0,audio\Етюд.mp3,Етюд,https://youtube.com/watch?v=DcHYvgdVTF8,142,106926,Янанебібув,c77e9e33-5eca-5c60-8b2b-a510f6227e95
2062b366-53f8-5cbf-ada5-616aeb488819,Не можу без тебе,Океан Ельзи,14211.0,82304.0,"['rock', 'ukrainian rock']",['rock'],['rock'],155.0,audio\Океан Ельзи - Не можу без тебе.mp3,Океан Ельзи - Не можу без тебе,https://youtube.com/watch?v=KeEmugGgBog,155,1319076,Міра,53f0f00a-ef06-5c1a-984f-6343a7fb4ea2
300ce771-e278-5902-8c04-0813ca2254ad,Йду на дно,Океан Ельзи,14166.0,69424.0,"['rock', 'ukrainian rock']",['rock'],['rock'],214.0,audio\Йду на дно.mp3,Йду на дно,https://youtube.com/watch?v=K0KWiL6nR90,219,114849,"Там, де нас нема",eddd7a5b-a353-50ef-80ab-e1801de14f3f
563b8306-3d15-58ae-aeac-d57ae6fe1a61,З тобою,Океан Ельзи,13671.0,67100.0,"['rock', 'ukrainian rock']",['rock'],['rock'],185.0,audio\З тобою.mp3,З тобою,https://youtube.com/watch?v=Vdl8T0r_sFY,185,550324,Dolce vita,49a519f8-6998-5e61-a430-4fd0ce9c1ba4
3e8c7d61-144f-597d-b5a4-461e15f6c2fb,Ти і я,Океан Ельзи,13492.0,65650.0,"['art rock', 'rock', 'ukrainian rock']",['rock'],['rock'],208.0,audio\Ти і я.mp3,Ти і я,https://youtube.com/watch?v=YgEN_Weas-Y,210,199006,Gloria,20b87550-0875-5c4e-8b9c-cff76362ab24
91d8509b-fbc8-5a55-bc28-ce32a9c8a714,Ніколи,Океан Ельзи,13402.0,65284.0,"['rock', 'ukrainian rock']",['rock'],['rock'],201.0,audio\Океан Ельзи - Як ніколи  Yak Nikoly (official video).mp3,Океан Ельзи - Як ніколи | Yak Nikoly (official video),https://youtube.com/watch?v=-lJKm0mL4B0,285,3735310,Океан Ельзи_Album_1,bf4af3c2-c9a2-58a7-9466-e85845cc5824
2e511f7b-5805-59f7-a9c7-0e67a3b116e1,Не твоя війна,Океан Ельзи,13387.0,77437.0,"['pop-rock', 'rock', 'ukrainian rock']","['pop', 'rock']","['pop', 'rock']",,audio\Океан Ельзи - Не твоя війна  Ne tvoya viyna (official video).mp3,Океан Ельзи - Не твоя війна | Ne tvoya viyna (official video),https://youtube.com/watch?v=eOtEC4wCA40,268,27664828,Океан Ельзи_Album_1,bf4af3c2-c9a2-58a7-9466-e85845cc5824
6867e710-6152-5588-b997-b86dd665e661,Онлайн,Океан Ельзи,13352.0,70213.0,"['britpop', 'indie', 'rock', 'ukrainian rock']","['indie', 'pop', 'rock']","['indie', 'pop', 'rock']",233.0,audio\Онлайн.mp3,Онлайн,https://youtube.com/watch?v=iAbuPvBQjBo,233,197355,Dolce vita,49a519f8-6998-5e61-a430-4fd0ce9c1ba4
c5ea898d-76bd-568c-ac1e-a00354aa4eeb,SHUM,Go_A,163046.0,2108741.0,"['folk', 'folktronica']","['folk', 'folktronica']",['folk'],171.0,audio\Go_A - SHUM - Ukraine 🇺🇦 Official Music Video - Eurovision 2021.mp3,Go_A - SHUM - Ukraine 🇺🇦 Official Music Video - Eurovision 2021,https://youtube.com/watch?v=U7-dxzp6Jvs,187,40495406,Go_A_Album_1,35efa687-6880-5d0a-8939-cbc1b52a19ca
ff2994eb-e502-509c-aa5d-39c1e839e957,Solovey,Go_A,39876.0,390694.0,"['folk', 'folktronica']","['folk', 'folktronica']",['folk'],176.0,audio\Go_A - Solovey - Ukraine 🇺🇦 - Official Video - Eurovision 2020.mp3,Go_A - Solovey - Ukraine 🇺🇦 - Official Video - Eurovision 2020,https://youtube.com/watch?v=zNetXPSld50,181,8406703,Go_A_Album_1,35efa687-6880-5d0a-8939-cbc1b52a19ca
de062451-1328-5603-a64c-dbf89423e6cb,Шум,Go_A,39101.0,351027.0,"['ebm', 'electronic', 'folk', 'folktronica']","['edm', 'electro', 'folk', 'folktronica']","['electro', 'folk']",182.0,audio\Go_A - ШУМ (Official Video).mp3,Go_A - ШУМ (Official Video),https://youtube.com/watch?v=sDeMfL8Ib9A,260,16400942,Go_A_Album_2,936f3913-45c9-50ef-8571-32c132f8c18a
cc8da11e-18c3-5629-9a07-370bb0ef2660,Веснянка,Go_A,21000.0,134549.0,"['ethnic', 'folk', 'folktronica']","['ethno', 'folk', 'folktronica']",['folk'],236.0,audio\Go-A - Веснянка Live.mp3,Go-A - Веснянка Live,https://youtube.com/watch?v=Djroh1eYTBE,250,2186194,#Ідиназвук,4c8cc20d-2497-58ba-ba6e-470dcc46663a
1b494c6e-e848-515e-a7e2-eb639321b525,Kalyna,Go_A,19484.0,199505.0,"['electronic', 'folk', 'folktronica']","['electro', 'folk', 'folktronica']","['electro', 'folk']",186.0,audio\Go_A - Kalyna (Official Visualiser).mp3,Go_A - Kalyna (Official Visualiser),https://youtube.com/watch?v=5gOia6qznyQ,186,6252565,Go_A_Album_2,936f3913-45c9-50ef-8571-32c132f8c18a
1c45a8a4-16ac-5367-9b91-a1658e1e499d,Жальменiна,Go_A,19191.0,151038.0,"['electronic', 'folk', 'folktronica']","['electro', 'folk', 'folktronica']","['electro', 'folk']",,audio\Go-A - ЖАЛЬМЕНІНА [ZHALMENINA] (Audio).mp3,Go-A - ЖАЛЬМЕНІНА [ZHALMENINA] (Audio),https://youtube.com/watch?v=4vEeYQ9wwuc,222,3061328,#Ідиназвук,4c8cc20d-2497-58ba-ba6e-470dcc46663a
97bc5247-ac86-5a8d-8746-afbfa5c4b26a,Рано-раненько,Go_A,16929.0,117472.0,"['electronic', 'folk', 'folktronica']","['electro', 'folk', 'folktronica']","['electro', 'folk']",229.0,audio\Go_A - Рано-раненько (Official Audio).mp3,Go_A - Рано-раненько (Official Audio),https://youtube.com/watch?v=6qBRgAbABkg,249,3927065,Рано-раненько,b481e0aa-0bd4-506f-bf07-a46d504d3a5e
98d7dc75-8a32-5930-89b5-0c3bfaa543e1,Rusalochki,Go_A,9556.0,84925.0,"['folk', 'folktronica']","['folk', 'folktronica']",['folk'],198.0,audio\Go_A - Rusalochki.mp3,Go_A - Rusalochki,https://youtube.com/watch?v=cvuaENTqwY8,201,2985465,Go_A_Album_2,936f3913-45c9-50ef-8571-32c132f8c18a
1b777628-7088-5ca6-855f-2e8c62d61612,Вогнi,Go_A,7506.0,36762.0,"['electronic', 'folk', 'folktronica']","['electro', 'folk', 'folktronica']","['electro', 'folk']",,audio\Вогнi.mp3,Вогнi,https://youtube.com/watch?v=CGKuxREXJO4,279,258379,#Ідиназвук,4c8cc20d-2497-58ba-ba6e-470dcc46663a
3f4fb6d0-6774-55fb-a50d-6d10a3bae9ef,Небо в долонях,Go_A,6948.0,36762.0,"['electronic', 'folk', 'folktronica']","['electro', 'folk', 'folktronica']","['electro', 'folk']",285.0,audio\Go-A - Небо в долонях.mp3,Go-A - Небо в долонях,https://youtube.com/watch?v=cUytOxlwCMM,286,309472,#Ідиназвук,4c8cc20d-2497-58ba-ba6e-470dcc46663a
6248834e-917d-5e81-a9d1-91914ed1eed7,Намалюй,Go_A,6500.0,30175.0,"['electronic', 'folk', 'folktronica']","['electro', 'folk', 'folktronica']","['electro', 'folk']",218.0,audio\Намалюй.mp3,Намалюй,https://youtube.com/watch?v=0-60IfMRkaY,218,262558,#Ідиназвук,4c8cc20d-2497-58ba-ba6e-470dcc46663a
7141c012-ea9c-527c-8522-fb325379ba40,SHUM - Dj NANA Remix,Go_A,5592.0,16321.0,"['electronic', 'folk', 'folktronica']","['electro', 'folk', 'folktronica']","['electro', 'folk']",,audio\SHUM (Dj NANA Remix).mp3,SHUM (Dj NANA Remix),https://youtube.com/watch?v=l7djEO0ELqY,153,135996,Go_A_Album_1,35efa687-6880-5d0a-8939-cbc1b52a19ca
da8789f5-6d72-5c90-873f-dc1364bd6914,Добрим людям на здоров’я,Go_A,5242.0,18277.0,"['electronic', 'folk', 'folktronica']","['electro', 'folk', 'folktronica']","['electro', 'folk']",205.0,audio\Go_A - Добрим людям на здоров'я (Lyric Video).mp3,Go_A - Добрим людям на здоров'я (Lyric Video),https://youtube.com/watch?v=IRm-wNbD5mY,205,384913,Go_A_Album_2,936f3913-45c9-50ef-8571-32c132f8c18a
f772790e-2d18-5fbc-9df6-158bd6639e41,Dumala,Go_A,4950.0,45182.0,"['electronic', 'folk', 'folktronica']","['electro', 'folk', 'folktronica']","['electro', 'folk']",190.0,audio\Go_A - Dumala (Fairy Tale Video).mp3,Go_A - Dumala (Fairy Tale Video),https://youtube.com/watch?v=qZznhWdu0Lo,192,831774,Go_A_Album_2,936f3913-45c9-50ef-8571-32c132f8c18a
ecd542fe-357e-5eac-8690-7d037f588d61,Shum - Billx remix,Go_A,4946.0,23669.0,"['folk', 'folktronica']","['folk', 'folktronica']",['folk'],,audio\Go_A - Shum (Billx remix) official video.mp3,Go_A - Shum (Billx remix) official video,https://youtube.com/watch?v=Z_t9JOTu9sI,264,481869,Go_A_Album_1,35efa687-6880-5d0a-8939-cbc1b52a19ca
85d00f65-0eff-5ac0-adb0-b172d7f8df9b,Iди на звук,Go_A,4888.0,22357.0,"['electronic', 'folk', 'folktronica']","['electro', 'folk', 'folktronica']","['electro', 'folk']",,audio\Go-A - Іди на звук [Follow the Tune] (audio).mp3,Go-A - Іди на звук [Follow the Tune] (audio),https://youtube.com/watch?v=_pmNk9fWZW8,295,332530,#Ідиназвук,4c8cc20d-2497-58ba-ba6e-470dcc46663a
f9779835-4442-5659-b288-2b6d42cf9902,Krip,Go_A,4383.0,27332.0,"['electronic', 'folk', 'folktronica']","['electro', 'folk', 'folktronica']","['electro', 'folk']",212.0,audio\Go_A - Krip (Official Music Video).mp3,Go_A - Krip (Official Music Video),https://youtube.com/watch?v=vxzOdDsrtNA,213,1224333,Krip,3f747d65-fae0-5f89-9b28-ac81a31ad641
ecec3bfc-425f-5cbb-afb0-e914b0332e89,Повернись,Go_A,4370.0,19055.0,"['electronic', 'folk', 'folktronica']","['electro', 'folk', 'folktronica']","['electro', 'folk']",234.0,audio\Повернись.mp3,Повернись,https://youtube.com/watch?v=ZEtbAj_VmAk,235,132639,#Ідиназвук,4c8cc20d-2497-58ba-ba6e-470dcc46663a
3d34d7e7-2e8d-5a8c-a0ca-c5a105200b5f,Намалюй - Акустична Версія,Go_A,3151.0,11977.0,"['electronic', 'folk', 'folktronica']","['electro', 'folk', 'folktronica']","['electro', 'folk']",,audio\Намалюй (Акустична Версія).mp3,Намалюй (Акустична Версія),https://youtube.com/watch?v=zBJPiO2Khts,184,71549,#Ідиназвук,4c8cc20d-2497-58ba-ba6e-470dcc46663a
c958e06f-22ee-52d7-9d0f-957d07f8fd79,Шум - Radio Edit,Go_A,3079.0,8700.0,"['electronic', 'folk', 'folktronica']","['electro', 'folk', 'folktronica']","['electro', 'folk']",,audio\Шум (Radio Edit).mp3,Шум (Radio Edit),https://youtube.com/watch?v=X0JjqSoEI0A,183,698249,Go_A_Album_2,936f3913-45c9-50ef-8571-32c132f8c18a
44fb8c00-64cc-58ef-a76d-78ccbb623154,SHUM - Instrumental Version,Go_A,3043.0,8283.0,"['electronic', 'folk', 'folktronica']","['electro', 'folk', 'folktronica']","['electro', 'folk']",,audio\Go_A - Shum (Instrumental).mp3,Go_A - Shum (Instrumental),https://youtube.com/watch?v=j05HJYKJfvY,173,102010,Go_A_Album_2,936f3913-45c9-50ef-8571-32c132f8c18a
3fa37aa5-33a8-5481-a7cd-58d2e17cd714,Соловей,Go_A,1792.0,11678.0,"['folk', 'folktronica']","['folk', 'folktronica']",['folk'],176.0,audio\Go_A - Соловей (Eurovision 2020).mp3,Go_A - Соловей (Eurovision 2020),https://youtube.com/watch?v=w4DXWMVpWGg,175,7208149,Go_A_Album_1,35efa687-6880-5d0a-8939-cbc1b52a19ca
1abc63e5-bd8c-52f4-962f-2b9e4826482a,Рано-раненько - Радіо Версія,Go_A,1608.0,4714.0,"['electronic', 'folk', 'folktronica']","['electro', 'folk', 'folktronica']","['electro', 'folk']",,audio\Рано-раненько (Радіо Версія).mp3,Рано-раненько (Радіо Версія),https://youtube.com/watch?v=2flC4T9E6jE,174,351118,Рано-раненько,b481e0aa-0bd4-506f-bf07-a46d504d3a5e
612a7698-0de6-5857-b6ab-50b4e590d80a,Krip - Instrumental,Go_A,624.0,1557.0,"['electronic', 'folk', 'folktronica']","['electro', 'folk', 'folktronica']","['electro', 'folk']",,audio\Krip (Instrumental).mp3,Krip (Instrumental),https://youtube.com/watch?v=0gIfLltBudA,213,41601,Krip,3f747d65-fae0-5f89-9b28-ac81a31ad641
1d3aead0-e69a-5786-ae44-83c430352be5,Щедрий вечір,Go_A,442.0,1281.0,"['electronic', 'folk', 'folktronica']","['electro', 'folk', 'folktronica']","['electro', 'folk']",,audio\Щедрий вечір.mp3,Щедрий вечір,https://youtube.com/watch?v=gPUsZ12HPDM,183,310353,Go_A_Album_2,936f3913-45c9-50ef-8571-32c132f8c18a
63012ec5-6708-54c2-becf-d0255a89bbf3,Viola,Go_A,191.0,308.0,"['electronic', 'folk', 'folktronica']","['electro', 'folk', 'folktronica']","['electro', 'folk']",190.0,"audio\Go_A - SHUM Arrangement for String Trio  Violin, Viola and Cello by Mina Antanasijevic.mp3","Go_A - SHUM Arrangement for String Trio / Violin, Viola and Cello by Mina Antanasijevic",https://youtube.com/watch?v=nN8AKKx4N04,173,210,Go_A_Album_1,35efa687-6880-5d0a-8939-cbc1b52a19ca
