sample_id,title,artist,title_listeners,title_scrobbles,title_tags,target_genre_tags,title_duration,merged_album
3f4fb6d0-6774-55fb-a50d-6d10a3bae9ef,Небо в долонях,Go_A,6948.0,36762.0,"['electronic', 'folk', 'folktronica']","['electro', 'folk', 'folktronica']",285.0,#Ідиназвук
6248834e-917d-5e81-a9d1-91914ed1eed7,Намалюй,Go_A,6500.0,30175.0,"['electronic', 'folk', 'folktronica']","['electro', 'folk', 'folktronica']",218.0,#Ідиназвук
7141c012-ea9c-527c-8522-fb325379ba40,SHUM - Dj NANA Remix,Go_A,5592.0,16321.0,"['electronic', 'folk', 'folktronica']","['electro', 'folk', 'folktronica']",,Go_A_Album_1
da8789f5-6d72-5c90-873f-dc1364bd6914,Добрим людям на здоров’я,Go_A,5242.0,18277.0,"['electronic', 'folk', 'folktronica']","['electro', 'folk', 'folktronica']",205.0,Go_A_Album_2
f772790e-2d18-5fbc-9df6-158bd6639e41,Dumala,Go_A,4950.0,45182.0,"['electronic', 'folk', 'folktronica']","['electro', 'folk', 'folktronica']",190.0,Go_A_Album_2
ecd542fe-357e-5eac-8690-7d037f588d61,Shum - Billx remix,Go_A,4946.0,23669.0,"['folk', 'folktronica']","['folk', 'folktronica']",,Go_A_Album_1
85d00f65-0eff-5ac0-adb0-b172d7f8df9b,Iди на звук,Go_A,4888.0,22357.0,"['electronic', 'folk', 'folktronica']","['electro', 'folk', 'folktronica']",,#Ідиназвук
f9779835-4442-5659-b288-2b6d42cf9902,Krip,Go_A,4383.0,27332.0,"['electronic', 'folk', 'folktronica']","['electro', 'folk', 'folktronica']",212.0,Krip
ecec3bfc-425f-5cbb-afb0-e914b0332e89,Повернись,Go_A,4370.0,19055.0,"['electronic', 'folk', 'folktronica']","['electro', 'folk', 'folktronica']",234.0,#Ідиназвук
3d34d7e7-2e8d-5a8c-a0ca-c5a105200b5f,Намалюй - Акустична Версія,Go_A,3151.0,11977.0,"['electronic', 'folk', 'folktronica']","['electro', 'folk', 'folktronica']",,#Ідиназвук
c958e06f-22ee-52d7-9d0f-957d07f8fd79,Шум - Radio Edit,Go_A,3079.0,8700.0,"['electronic', 'folk', 'folktronica']","['electro', 'folk', 'folktronica']",,Go_A_Album_2
44fb8c00-64cc-58ef-a76d-78ccbb623154,SHUM - Instrumental Version,Go_A,3043.0,8283.0,"['electronic', 'folk', 'folktronica']","['electro', 'folk', 'folktronica']",,Go_A_Album_2
3fa37aa5-33a8-5481-a7cd-58d2e17cd714,Соловей,Go_A,1792.0,11678.0,"['folk', 'folktronica']","['folk', 'folktronica']",176.0,Go_A_Album_1
1abc63e5-bd8c-52f4-962f-2b9e4826482a,Рано-раненько - Радіо Версія,Go_A,1608.0,4714.0,"['electronic', 'folk', 'folktronica']","['electro', 'folk', 'folktronica']",,Рано-раненько
612a7698-0de6-5857-b6ab-50b4e590d80a,Krip - Instrumental,Go_A,624.0,1557.0,"['electronic', 'folk', 'folktronica']","['electro', 'folk', 'folktronica']",,Krip
1d3aead0-e69a-5786-ae44-83c430352be5,Щедрий вечір,Go_A,442.0,1281.0,"['electronic', 'folk', 'folktronica']","['electro', 'folk', 'folktronica']",,Go_A_Album_2
63012ec5-6708-54c2-becf-d0255a89bbf3,Viola,Go_A,191.0,308.0,"['electronic', 'folk', 'folktronica']","['electro', 'folk', 'folktronica']",190.0,Go_A_Album_1
5cb57426-75cc-5a00-902d-9bece27b6cf0,Та4то,Бумбокс,39346.0,313514.0,"['funk', 'hip-hop', 'pop', 'reggae']","['funk', 'hip-hop', 'pop', 'reggae']",206.0,Бумбокс_Album_1
74344beb-10d9-5287-97c4-a91983ca5095,Хоттабыч,Бумбокс,27702.0,163072.0,"['funk', 'funky-groove', 'hip-hop', 'reggae']","['funk', 'groove', 'hip-hop', 'reggae']",275.0,Family бізнес
80a21e68-1446-51d6-bbf3-38ac79dd3a0a,Наодинці,Бумбокс,23554.0,207146.0,"['funk', 'reggae']","['funk', 'reggae']",258.0,III
4f1266f1-3b23-5777-9e83-d9ab4539f4af,Ким ми були,Бумбокс,20099.0,127849.0,"['funk', 'hip-hop', 'reggae']","['funk', 'hip-hop', 'reggae']",218.0,Family бізнес
48bd8a9e-eef8-525e-b7e7-213b6ffa2234,Тримай,Бумбокс,18326.0,109924.0,"['funk', 'hip-hop', 'reggae']","['funk', 'hip-hop', 'reggae']",230.0,Таємний код Рубікон Частина 1
da64a8ab-8fb3-50da-84a7-d19f4f7305ec,Happy End,Бумбокс,18231.0,111176.0,"['funk', 'reggae', 'soul']","['funk', 'reggae', 'soul']",200.0,Family бізнес
b934d1c9-315f-539d-a160-c4eaa167693e,E-Mail,Бумбокс,17947.0,116522.0,"['funk', 'reggae']","['funk', 'reggae']",214.0,Меломанія
bda5b1f5-f101-516b-8f71-44f2b01d9321,Королева,Бумбокс,17220.0,93610.0,"['funk', 'groove', 'reggae']","['funk', 'groove', 'reggae']",202.0,Family бізнес
9894cd63-26ba-5721-8643-c730a5cf4041,Одна,Бумбокс,16927.0,98368.0,"['funk', 'reggae']","['funk', 'reggae']",272.0,Меломанія
d3f24a37-c738-5952-888d-425da9013aa3,Квіти в волоссі,Бумбокс,16804.0,118108.0,"['funk', 'hip-hop', 'reggae']","['funk', 'hip-hop', 'reggae']",238.0,Family бізнес
fff6bcd1-8327-55c2-9c83-4081cf48e8bf,Eva,Бумбокс,16643.0,108286.0,"['funk', 'reggae']","['funk', 'reggae']",213.0,III
936635e7-ef28-51bc-bf69-9cd219a24561,День,Бумбокс,15448.0,88225.0,"['funk', 'funky-groove', 'reggae']","['funk', 'groove', 'reggae']",280.0,Меломанія
1b29b474-d587-50a6-90fa-921c0f9f2c8a,Стяги на стяги,Бумбокс,14868.0,102698.0,"['funk', 'reggae']","['funk', 'reggae']",196.0,III
dd965f45-c696-592a-bd8d-5f0b182706ff,Зима,Бумбокс,14641.0,73899.0,"['funk', 'melodic funk', 'reggae']","['funk', 'reggae']",269.0,Меломанія
e2dcbeb9-270f-5cc9-98ae-6576abac785f,Бета-каротин,Бумбокс,12705.0,83816.0,"['funk', 'funky-groove', 'hip-hop', 'reggae']","['funk', 'groove', 'hip-hop', 'reggae']",201.0,Меломанія
1f337f1c-9233-5e28-b78d-73ac431c5a65,Поліна,Бумбокс,12636.0,82611.0,"['funk', 'reggae']","['funk', 'reggae']",261.0,III
5120660b-d53e-505e-b54a-e80ef6645b1b,Hip-Hop,Бумбокс,11906.0,68176.0,"['funk', 'hip-hop', 'reggae', 'rock']","['funk', 'hip-hop', 'reggae', 'rock']",229.0,Family бізнес
c71b93ab-7e1b-5a01-a2bc-bdab91c67527,Гайки з ямайки,Бумбокс,11661.0,68884.0,"['funk', 'funky-groove', 'hip-hop', 'reggae']","['funk', 'groove', 'hip-hop', 'reggae']",256.0,Меломанія
079421cc-e9dc-52db-ad83-0e0f206ba245,Почути,Бумбокс,11584.0,64688.0,"['funk', 'reggae']","['funk', 'reggae']",278.0,Меломанія
f3323bb9-b108-52e1-991d-4cb410608d48,Супер-пупер,Бумбокс,11515.0,64022.0,"['funk', 'reggae']","['funk', 'reggae']",176.0,Меломанія
3bdd48d2-18b2-5608-a237-c793ef2a2b25,TNT,Бумбокс,11309.0,62399.0,"['funk', 'reggae']","['funk', 'reggae']",222.0,III
d2e1db81-45c3-5377-975e-d2501655d0a4,Зцапала злапала,Бумбокс,10775.0,61522.0,"['funk', 'reggae']","['funk', 'reggae']",203.0,Family бізнес
8a58c705-b935-5c24-aad8-d8aa0835bd44,Віддаю,Бумбокс,10415.0,61379.0,"['funk', 'reggae']","['funk', 'reggae']",186.0,Family бізнес
d7bb6611-a330-54f0-a63e-be60b65d9e3c,Концерти,Бумбокс,10266.0,56387.0,"['funk', 'reggae']","['funk', 'reggae']",249.0,III
5cca4c15-7101-52da-bbe4-dbbfd5f79862,Хвилюватися немає причин,Бумбокс,10235.0,53155.0,"['funk', 'reggae']","['funk', 'reggae']",281.0,Family бізнес
8fa4f428-2aee-55ba-bf23-db6b6a6c98b4,Нездара,Бумбокс,10207.0,50147.0,"['funk', 'reggae']","['funk', 'reggae']",262.0,Family бізнес
dff3863c-5f09-5447-a133-2eba59fa196d,Рожеві сиропи,Бумбокс,10019.0,60157.0,"['funk', 'reggae']","['funk', 'reggae']",195.0,Меломанія
8b98b902-8e82-568c-82d2-e6682c2afa76,Бобік,Бумбокс,9750.0,48479.0,"['funk', 'raggae', 'reggae']","['funk', 'reggae']",202.0,Меломанія
ad71885f-ea9d-58ac-a6ea-06dcb56684d2,Що ти зміг,Бумбокс,7955.0,46531.0,"['funk', 'reggae']","['funk', 'reggae']",253.0,Все включено
b97ae776-3d44-5575-9d97-9feb8ee2d209,Люди,Бумбокс,7238.0,46973.0,"['funk', 'hip-hop', 'reggae']","['funk', 'hip-hop', 'reggae']",293.0,Бумбокс_Album_1
21aa444d-aaad-581d-8248-b0c4ae63d45c,Дитина,Бумбокс,6881.0,45514.0,"['funk', 'reggae']","['funk', 'reggae']",242.0,Термінал Б
96707337-5855-5257-bd6a-60b7bbbee1e3,Date With Another Ten,Бумбокс,6799.0,43499.0,"['funk', 'reggae']","['funk', 'reggae']",209.0,Меломанія
ae8219f8-13b5-52fa-b314-2f8316a5dba3,Cash-бабулес,Бумбокс,5837.0,31285.0,"['funk', 'funky-groove', 'hip-hop', 'reggae']","['funk', 'groove', 'hip-hop', 'reggae']",242.0,Все включено
aeecc7e9-7b95-5ee9-9ccb-ac8ddf6ff189,Stones,The Hardkiss,9893.0,74502.0,"['electronic', 'pop']","['electro', 'pop']",227.0,Stones and honey_Part1
30d1f229-9261-5db7-8e3a-ab8d72e0300d,Журавлі,The Hardkiss,8116.0,63061.0,['electronic'],['electro'],208.0,Залізна ластівка
7606bba0-9615-54ae-8ecd-5dfa9ecc5809,Organ,The Hardkiss,7465.0,48803.0,"['electronic', 'pop']","['electro', 'pop']",198.0,Cold Altair
0c9d98ce-5298-5ef7-b49d-cf5923c91cc1,Кобра,The Hardkiss,6911.0,60510.0,"['alternative rock', 'electronic']","['alternative', 'electro', 'rock']",210.0,Жива і не залізна
4aa0fc1e-fc65-5050-8574-1f089d461ab1,Helpless,The Hardkiss,6881.0,57466.0,['electronic'],['electro'],216.0,Perfection is a lie
a2b831e7-02a2-5643-8e14-fd719fc41af1,Кораблі,The Hardkiss,6182.0,64045.0,"['alternative rock', 'electronic']","['alternative', 'electro', 'rock']",,Залізна ластівка
5db9436a-d89d-578f-aa1a-70c7b712bb6f,Rain,The Hardkiss,6001.0,38505.0,['electronic'],['electro'],207.0,Perfection is a lie
e10990cb-40d7-52bb-a79f-ef16f990d4d8,Коханці,The Hardkiss,5925.0,61735.0,"['alternative metal', 'electronic', 'hard rock']","['alternative', 'electro', 'metal', 'rock']",241.0,Залізна ластівка
dc6a349d-4362-5310-8543-37299a85c988,Shadows of Time,The Hardkiss,5345.0,38514.0,"['alternative rock', 'electronic', 'pop']","['alternative', 'electro', 'pop', 'rock']",254.0,Stones and honey_Part1
1d36c61f-2cc0-557c-bda9-8249346b44f3,Прірва,The Hardkiss,5143.0,40931.0,"['alternative rock', 'electronic']","['alternative', 'electro', 'rock']",174.0,Stones and honey_Part1
36ecbd93-c3dd-5149-adf1-7cf74f8b8d4a,October,The Hardkiss,5127.0,30050.0,"['electronic', 'electronica', 'pop']","['electro', 'pop']",219.0,Stones and honey_Part1
8f36259d-fc59-56ba-8394-176631264198,Гора,The Hardkiss,5105.0,46182.0,"['alternative rock', 'electronic']","['alternative', 'electro', 'rock']",236.0,The Hardkiss_Album_1
5c0c4912-6e09-59ed-9b85-85ce21a75a4a,"TONY, TALK!",The Hardkiss,5099.0,39599.0,"['alternative rock', 'electronic']","['alternative', 'electro', 'rock']",215.0,Cold Altair
0c8335bb-f191-5367-b782-8efa7bae047e,Жива,The Hardkiss,4944.0,54902.0,"['alternative rock', 'electronic']","['alternative', 'electro', 'rock']",245.0,Жива і не залізна
dfaa0a7c-5a02-57d0-beb2-2c818e546aa4,Babylon,The Hardkiss,4577.0,27343.0,['electronic'],['electro'],197.0,Stones and honey_Part1
1554f14a-edd8-5d39-b501-c5d9602d5c33,Dance With Me,The Hardkiss,4548.0,29791.0,"['alternative rock', 'electronic', 'pop']","['alternative', 'electro', 'pop', 'rock']",174.0,Stones and honey_Part1
15c5c275-f303-5c5c-b22e-6b6403043b05,Маяк,The Hardkiss,4528.0,61821.0,"['alternative rock', 'electronic']","['alternative', 'electro', 'rock']",206.0,The Hardkiss_Album_1
7e4fa429-11e7-5e7d-9ddc-22de9249d961,Hurricane,The Hardkiss,4426.0,28053.0,"['alternative rock', 'electronic']","['alternative', 'electro', 'rock']",222.0,Stones and honey_Part1
e935b193-d23b-5c15-bfe3-ecfcb5523d30,Мелодія,The Hardkiss,4107.0,47946.0,"['alternative rock', 'electronic']","['alternative', 'electro', 'rock']",234.0,Залізна ластівка
12381ac2-0c46-511d-998e-241ee295a3b9,Антарктида,The Hardkiss,3886.0,36232.0,"['alternative', 'alternative rock', 'electronic']","['alternative', 'electro', 'rock']",263.0,Perfection is a lie
0fe66a6a-58b2-5f22-8fdd-35d281b2ae15,7 вітрів,The Hardkiss,3834.0,44143.0,"['alternative rock', 'electronic']","['alternative', 'electro', 'rock']",184.0,Жива і не залізна
8af478ec-8872-5163-a907-5ed0c9b10b14,Як ти?,The Hardkiss,9.0,23.0,"['alternative rock', 'electronic']","['alternative', 'electro', 'rock']",,The Hardkiss_Album_1
21d01b68-3def-5660-80f2-d63f393db7e0,Все було так,The Hardkiss,3693.0,33684.0,"['alternative rock', 'electronic']","['alternative', 'electro', 'rock']",244.0,Жива і не залізна
b49852a5-2ab2-5756-bfa9-8df0e0373602,UNDER THE SUN,The Hardkiss,3557.0,25733.0,"['alternative rock', 'electronic']","['alternative', 'electro', 'rock']",218.0,Stones and honey_Part1
ab4d8f1e-a92c-5507-bc40-f9248618b6dc,Сестра,The Hardkiss,3472.0,37446.0,"['alternative rock', 'electronic']","['alternative', 'electro', 'rock']",194.0,Жива і не залізна
79a8e93f-e4aa-5e71-a4b7-8581ed392836,Part of Me,The Hardkiss,3327.0,25408.0,"['alternative rock', 'electronic']","['alternative', 'electro', 'rock']",216.0,Stones and honey_Part2
8379a733-b092-5354-9f48-88e7b9b0dc24,Strange Moves,The Hardkiss,3288.0,17352.0,"['alternative rock', 'electronic']","['alternative', 'electro', 'rock']",191.0,Stones and honey_Part2
f78e66ea-006c-5faf-8741-b9ee1915059a,IN LOVE,The Hardkiss,3133.0,21020.0,"['alternative rock', 'electronic']","['alternative', 'electro', 'rock']",188.0,Stones and honey_Part2
603ac3dc-a8db-5de2-84a0-3b6b4fdad4bb,Free Me,The Hardkiss,3094.0,19595.0,"['alternative rock', 'electronic']","['alternative', 'electro', 'rock']",192.0,Залізна ластівка
94bf2fcb-b04c-5e81-9c32-22e3fd0db64d,Серце,The Hardkiss,3034.0,26009.0,"['alternative rock', 'electronic']","['alternative', 'electro', 'rock']",171.0,Залізна ластівка
656030ae-d1a6-5073-9cfa-8729f1c91374,Обійми,The Hardkiss,2987.0,24313.0,"['alternative rock', 'electronic']","['alternative', 'electro', 'rock']",224.0,Жива і не залізна
a9ea7c6c-8b00-545c-b0cc-ba571e78e1f6,Doctor Thomases,The Hardkiss,2729.0,16271.0,"['alternative rock', 'electronic', 'pop']","['alternative', 'electro', 'pop', 'rock']",247.0,Cold Altair
ae550646-3e29-5862-ad6c-9fd170c4a2fc,Japanese Dancer,The Hardkiss,2706.0,16351.0,"['alternative rock', 'electronic']","['alternative', 'electro', 'rock']",250.0,Stones and honey_Part2
bbe9b670-1ef5-54b0-934e-fdbe0c326070,Forever More,The Hardkiss,2694.0,17813.0,"['alternative rock', 'electronic']","['alternative', 'electro', 'rock']",227.0,Залізна ластівка
47d2abdd-00a6-5841-8bf7-48f1102df61f,"Хто, як не ти",The Hardkiss,2654.0,25322.0,"['alternative rock', 'electronic']","['alternative', 'electro', 'rock']",213.0,Залізна ластівка
75fb468f-85ac-5b7b-b8af-f6cafa106bb1,Tell Me Brother,The Hardkiss,2625.0,17248.0,['electronic'],['electro'],243.0,Stones and honey_Part2
0c85c01b-f2b4-5139-8671-73276e46d2c7,Perfection,The Hardkiss,2495.0,15851.0,"['alternative', 'alternative rock', 'electronic']","['alternative', 'electro', 'rock']",235.0,Perfection is a lie
32d57b73-f86d-5849-a42e-fe664639a902,Only Once,The Hardkiss,2466.0,12879.0,"['alternative rock', 'electronic']","['alternative', 'electro', 'rock']",254.0,Stones and honey_Part2
47fbd50e-1f57-5483-b835-380d0919e4a1,Два вікна,The Hardkiss,2302.0,18606.0,"['alternative rock', 'electronic']","['alternative', 'electro', 'rock']",189.0,The Hardkiss_Album_1
c41d6d6a-78fb-5bf0-821c-b6e2cb7ba30f,Hammer,The Hardkiss,2258.0,12946.0,"['alternative rock', 'electronic', 'pop']","['alternative', 'electro', 'pop', 'rock']",247.0,Cold Altair
64ba17c4-8911-5336-9667-418191009de8,Altair,The Hardkiss,2185.0,12756.0,['electronic'],['electro'],247.0,Cold Altair
23638ca9-1c96-5f5b-bc59-3ca6b2b14476,Little Girl,The Hardkiss,2168.0,11947.0,"['alternative rock', 'electronic']","['alternative', 'electro', 'rock']",261.0,Stones and honey_Part2
00928e08-8d96-5df8-aa09-73e67ef29c38,00:00,The Hardkiss,2127.0,18893.0,"['alternative rock', 'electronic']","['alternative', 'electro', 'rock']",256.0,Залізна ластівка
7ce4a937-ae37-592a-9b1a-93a1c740d919,Косатка,The Hardkiss,2067.0,16561.0,"['alternative rock', 'electronic']","['alternative', 'electro', 'rock']",199.0,Жива і не залізна
7e05007a-71b6-51ea-b089-d591bf4d7e54,PIBIP,The Hardkiss,2062.0,13284.0,"['alternative', 'alternative rock', 'electronic']","['alternative', 'electro', 'rock']",255.0,Perfection is a lie
68d0bb67-d58c-5ff1-974d-9e3adc292e31,Де ти є,The Hardkiss,1958.0,15876.0,"['alternative rock', 'electronic']","['alternative', 'electro', 'rock']",258.0,Залізна ластівка
b473420a-b120-55be-91b0-43273b2d3fc8,Make Up,The Hardkiss,1844.0,18518.0,"['alternative rock', 'electronic']","['alternative', 'electro', 'rock']",,Stones and honey_Part2
14809f03-c547-5b93-b8e6-dddf16f676cd,Дівчина,The Hardkiss,1835.0,14742.0,"['alternative rock', 'electronic']","['alternative', 'electro', 'rock']",179.0,Жива і не залізна
